Urchin ID,Tank,Header,Treatment,Urchin_Size,Urchin_B_Weight,Urchin_W_weight,K_S1,K_E1,Period,Dummy,SubP_Event,
B50,4B,4,7.65,3.7,14.8,2.61,2.15,0.73,R3,7,4,
K221,4B,4,7.65,5,53.31,8.89,3.44,2.12,R3,7,4,
K262,4B,4,7.65,3.1,18.33,3.06,2.13,0,R3,7,4,
B10,6A,6,7.8,3.6,18.1,3.13,2,0.51,R3,7,4,
K261,6A,6,7.8,3.4,15.05,2.81,2.24,0.87,R3,7,4,
B42,6A,6,7.8,3.5,14.73,2.7,2.61,0.86,R3,7,4,
B80,6A,6,7.8,3.7,15.6,2.95,1.95,0.47,R3,7,4,
B115,6A,6,7.8,4,19.95,3.74,2.38,0.53,R3,7,4,
K35,6A,6,7.8,3.8,21.45,4.15,2.16,1.44,R3,7,4,
K9,6A,6,7.8,3.9,19.89,3.55,1.96,0.47,R3,7,4,
K77,6A,6,7.8,5,52.19,9.3,3.97,2.31,R3,7,4,
K211,6A,6,7.8,3.7,19.8,3.35,2.37,1,R3,7,4,
B108,6A,6,7.8,3.5,16.14,3.16,2.44,1,R3,7,4,
B27,6A,6,7.8,3.6,18.7,3.16,2.92,0.51,R3,7,4,
B24,6A,6,7.8,3.3,13.09,2.42,2.57,1.67,R3,7,4,
K244,6B,6,7.8,4.4,35.48,6.05,3.5,0.75,R3,7,4,
B11,6B,6,7.8,3.5,18.05,3.23,2.85,1.27,R3,7,4,
K121,6B,6,7.8,3.2,15.2,2.72,2.26,1.18,R3,7,4,
B33,6B,6,7.8,3.7,21.11,3.49,3,0.99,R3,7,4,
B6,6B,6,7.8,3.1,13.39,2.56,2.82,1.27,R3,7,4,
B118,6B,6,7.8,4,21.05,3.79,2.43,0.71,R3,7,4,
B87,6B,6,7.8,3.6,19.91,3.64,2.56,0.68,R3,7,4,
B13,6B,6,7.8,3.5,18.58,3.48,1.94,0.64,R3,7,4,
B75,6B,6,7.8,4.8,34.06,6.25,2,1.22,R3,7,4,
K238,6B,6,7.8,3.7,21.78,4.32,2.32,0.76,R3,7,4,
B51,6B,6,7.8,4.1,19.18,3.59,2.45,0.72,R3,7,4,
B2,6B,6,7.8,3.3,14.84,2.59,3.26,1.27,R3,7,4,
K60,8A,8,7.65,4.1,29.89,5.8,1.8,0.28,R3,7,4,
K47,8A,8,7.65,4,29,5,2.02,0,R3,7,4,
K6,8A,8,7.65,3.9,23.36,4.26,2.37,0.59,R3,7,4,
B12,8A,8,7.65,4.8,44.6,7.89,1.95,1.31,R3,7,4,
B8,8A,8,7.65,3.3,14.72,2.57,2.5,1.24,R3,7,4,
B34,8A,8,7.65,3.7,22.3,3.75,2.31,0.71,R3,7,4,
B106,8A,8,7.65,4.3,25.45,"4,50",1.81,0.47,R3,7,4,
K39,8A,8,7.65,3.8,18.65,3.71,1.89,0.65,R3,7,4,
B47,8A,8,7.65,3.4,16.01,2.8,2.3,0.82,R3,7,4,
K250,8A,8,7.65,3.8,22.5,4.32,3.33,2.41,R3,7,4,
K227,8A,8,7.65,3.5,21.54,3.68,2.5,0.5,R3,7,4,
K266,8A,8,7.65,3.3,14.34,2.64,2.22,1.12,R3,7,4,
B40,8B,8,7.65,3.8,23.95,4.63,1.8,0.48,R3,7,4,
B44,8B,8,7.65,5.4,52.83,9.33,3.2,2.17,R3,7,4,
B56,8B,8,7.65,5.5,40.02,6.9,3.01,1.85,R3,7,4,
B54,8B,8,7.65,3.4,17.31,3.16,2.22,1.24,R3,7,4,
B107,8B,8,7.65,3.7,18.92,3.22,1.88,0.3,R3,7,4,
K256,8B,8,7.65,4.1,28.36,5.03,3.27,1.55,R3,7,4,
B22,8B,8,7.65,2.9,10.76,1.86,2.18,1.18,R3,7,4,
K18,8B,8,7.65,4.25,25.5,4.37,2.02,1.23,R3,7,4,
K245,8B,8,7.65,3.3,16.85,2.86,1.79,0.78,R3,7,4,
K46,8B,8,7.65,4.4,30.21,5.05,2.27,0.43,R3,7,4,
K257,8B,8,7.65,2.8,10.32,2.05,2.54,1.75,R3,7,4,
B57,8B,8,7.65,3.1,13.07,2.49,2.1,1.09,R3,7,4,
B67,9A,9,7.5,3.7,14.61,3.01,2.5,1.79,R3,7,4,
B97,9A,9,7.5,3.6,20.47,3.84,2.56,0.83,R3,7,4,
B98,9A,9,7.5,4.25,27.73,4.88,2.05,1.18,R3,7,4,
B29,9A,9,7.5,3.6,17.64,3.13,2.1,0.99,R3,7,4,
B31,9A,9,7.5,4.1,24.6,4.38,1.87,1.32,R3,7,4,
B96,9A,9,7.5,3.9,20.63,3.68,1.78,0.12,R3,7,4,
B88,9A,9,7.5,3.6,17.23,2.6,1.85,1,R3,7,4,
K254,9A,9,7.5,4,26.74,5.08,dead,dead,R3,7,4,
K215,9A,9,7.5,3.1,12.09,2.13,2.42,1.77,R3,7,4,
B55,9A,9,7.5,3.5,16.06,3.02,2.41,2.04,R3,7,4,
B3,9A,9,7.5,3.8,19.88,3.63,1.91,1.02,R3,7,4,
B83,9A,9,7.5,3.6,18.18,3.33,2.79,1.96,R3,7,4,
B28,9B,9,7.5,3.1,12.45,2.34,2.09,0.97,R3,7,4,
K247,9B,9,7.5,4.1,25.2,4.32,2.83,1.76,R3,7,4,
B36,9B,9,7.5,3.5,18.28,2.92,2.17,1.21,R3,7,4,
K56,9B,9,7.5,3.6,16.24,3.04,2.06,1.71,R3,7,4,
K253,9B,9,7.5,3.8,23.29,3.98,1.96,0.71,R3,7,4,
K229,9B,9,7.5,4.9,44.99,7.76,3.7,1.78,R3,7,4,
B112,9B,9,7.5,3.7,18.22,3.33,2.12,1.27,R3,7,4,
K224,9B,9,7.5,3.6,17.76,3.15,2.51,1.27,R3,7,4,
K89,9B,9,7.5,3.5,17.66,3,2.1,1.5,R3,7,4,
B117,9B,9,7.5,3.6,16.74,3.05,1.9,1.07,R3,7,4,
B109,9B,9,7.5,5.7,66.46,11.33,3.59,3.44,R3,7,4,
B59,9B,9,7.5,3.4,15.37,2.85,1.91,0.58,R3,7,4,
K217,10A,10,7.5,4.5,32.87,5.95,3.76,2.82,R3,7,4,
B123,10A,10,7.5,3.85,21.87,3.79,2.86,2.07,R3,7,4,
B103,10A,10,7.5,3.8,19.2,3.44,2.18,1.25,R3,7,4,
K263,10A,10,7.5,3.4,13.96,2.38,2.52,1.66,R3,7,4,
K8,10A,10,7.5,4.15,23.87,4.23,2.69,1.15,R3,7,4,
K232,10A,10,7.5,4.2,33.38,6.06,2.05,1.08,R3,7,4,
B35,10A,10,7.5,3.8,21.45,4.15,2.49,1.06,R3,7,4,
B92,10A,10,7.5,3.3,16.62,3.15,2.26,1.09,R3,7,4,
K235,10A,10,7.5,4.4,32.86,5.58,2.18,0.01,R3,7,4,
K49,10A,10,7.5,4.8,36.23,6.8,3.03,1.68,R3,7,4,
K203,10A,10,7.5,4.1,25.2,4.33,2.06,0.72,R3,7,4,
B71,10A,10,7.5,4.1,25.99,4.58,1.99,0.36,R3,7,4,
K260,10B,10,7.5,3,12.95,2.47,2.5,1.56,R3,7,4,
K207,10B,10,7.5,4,24.05,4.42,1.96,0.46,R3,7,4,
B72,10B,10,7.5,3.9,26.72,4.73,1.85,0.78,R3,7,4,
B82,10B,10,7.5,4.1,29.86,5.46,2.69,1.57,R3,7,4,
K71,10B,10,7.5,4.2,25.86,4.27,2.49,0.24,R3,7,4,
B20,10B,10,7.5,3.2,14.91,2.6,2.01,0.54,R3,7,4,
B48,10B,10,7.5,3.8,17.18,3.28,2.25,1.25,R3,7,4,
B30,10B,10,7.5,3.2,14.3,2.6,2.31,0.43,R3,7,4,
B49,10B,10,7.5,3.2,13.95,2.44,1.88,1.01,R3,7,4,
K258,10B,10,7.5,3.8,16.09,2.95,2.54,1,R3,7,4,
K237,10B,10,7.5,4.9,44.7,8.05,4.34,3.84,R3,7,4,
K230,10B,10,7.5,3.5,17.89,3.26,2.21,1.23,R3,7,4,
B110,11A,11,7.5,4.15,25.24,4.67,2.78,1.08,R3,7,4,
K117,11A,11,7.5,4,25.78,4.14,2.04,0.88,R3,7,4,
B101,11A,11,7.5,4.9,38.98,7.23,2.15,1.56,R3,7,4,
B16,11A,11,7.5,3.4,17.05,2.98,2.53,1.29,R3,7,4,
B84,11A,11,7.5,4.4,35.5,5.81,2.93,1.1,R3,7,4,
B111,11A,11,7.5,3.8,17.02,3.12,2.48,1.32,R3,7,4,
B89,11A,11,7.5,4,23.13,3.87,2.73,0.93,R3,7,4,
B119,11A,11,7.5,4.3,28.13,5.04,3.28,0.78,R3,7,4,
K228,11A,11,7.5,4,33.43,5.97,2.57,1.7,R3,7,4,
B93,11A,11,7.5,3.5,16.58,3.11,2.34,1.11,R3,7,4,
K264`,11A,11,7.5,3.5,17.04,3.02,2.07,0.89,R3,7,4,
B73,11A,11,7.5,3.9,23.5,3.99,2.09,1.31,R3,7,4,
B17,11B,11,7.5,3.4,15.79,2.73,2.42,0.96,R3,7,4,
K223,11B,11,7.5,4,24.04,4.4,2.67,0.35,R3,7,4,
K123,11B,11,7.5,3.7,19.17,3.32,3.16,1.08,R3,7,4,
K206,11B,11,7.5,4,23.72,4.32,2.31,0.49,R3,7,4,
B94,11B,11,7.5,3.7,19.15,3.46,2.62,1.02,R3,7,4,
B74,11B,11,7.5,3.45,15.62,2.95,1.82,0.65,R3,7,4,
B1,11B,11,7.5,3.3,24.69,2.88,2.89,1.02,R3,7,4,
B70,11B,11,7.5,3.8,22.42,3.81,2.36,0.71,R3,7,4,
B21,11B,11,7.5,3.3,17.43,2.81,3.12,1.33,R3,7,4,
B102,11B,11,7.5,3.55,17.28,3.3,2.53,0.98,R3,7,4,
K239,11B,11,7.5,3.5,20.01,3.67,2.62,1.4,R3,7,4,
B85,11B,11,7.5,3.1,14.86,2.77,2.68,1.69,R3,7,4,
